DoB,SApM,SLpM,height,name,reach,record,stance,strAcc,strDef,subAvg,tdAcc,tdAvg,tdDef,weight
Jun 05 1987,14.83,9.35,"6' 3""",Chris Birchler,,7-4-0,Switch,46%,35%,0.0,0%,0.00,0%,205
Aug 02 1991,2.20,4.21,"6' 2""",Tanner Boser,75,20-9-1,Orthodox,52%,62%,0.0,0%,0.00,64%,255
--,0.00,0.00,--,Goldman Butler,,1-4-0,,0%,0%,0.0,0%,0.00,0%,--
--,12.62,0.62,"6' 2""",Tony Bonello,,16-3-1 (1 NC),,33%,10%,0.0,0%,0.00,0%,185
--,0.00,0.00,"5' 7""",Rich Bouphanouvong,,1-4-0,,0%,0%,0.0,0%,0.00,0%,170
--,0.29,1.74,"5' 9""",Jordan Bailey,,6-3-0,,40%,0%,4.3,100%,4.35,0%,145
Nov 14 1982,5.87,4.87,"5' 9""",Stephen Bass,,11-2-0,Orthodox,52%,55%,0.0,0%,0.00,0%,145
May 03 1989,4.90,5.92,"6' 0""",Bryan Barberena,72,18-9-0,Southpaw,48%,44%,0.3,25%,0.16,54%,170
Jun 22 1980,2.98,2.36,"5' 7""",Brian Bowles,70,10-3-0,Orthodox,26%,64%,1.4,70%,1.39,54%,135
Jun 09 1994,4.42,2.77,"5' 10""",Dakota Bush,73,8-4-0,Orthodox,38%,41%,0.0,33%,2.40,0%,155
Aug 26 1988,2.70,3.68,"5' 11""",Lance Benoist,72,7-2-0,Southpaw,51%,56%,0.0,33%,1.50,61%,170
May 25 1977,3.59,4.55,"5' 10""",Brad Blackburn,73,18-13-1 (1 NC),Orthodox,35%,65%,0.7,50%,0.93,76%,170
Jan 28 1992,3.48,6.00,"5' 9""",Melsik Baghdasaryan,70,7-1-0,Southpaw,62%,53%,0.0,0%,0.00,76%,145
Jun 02 1987,6.22,2.61,"5' 8""",Eduardo Bustillos,,5-3-0,,59%,35%,0.0,0%,0.00,100%,135
Mar 22 1976,8.22,0.00,"6' 1""",Ricardo Barros,,2-2-0,,0%,31%,0.0,0%,0.00,100%,205
--,2.67,1.20,"6' 0""",Steve Byrnes,,6-1-0,Orthodox,51%,27%,4.0,60%,3.00,0%,170
Nov 18 1984,3.27,3.13,"5' 4""",DeAnna Bennett,68,8-3-1,Orthodox,58%,58%,1.0,0%,0.00,0%,125
--,3.50,2.21,"5' 11""",Robert Breslin,,3-9-0,,46%,66%,0.0,100%,1.38,50%,155
Jan 26 1970,1.74,2.06,"6' 2""",Dan Bobish,,17-9-0,Southpaw,44%,34%,1.6,42%,2.44,0%,345
May 04 1999,2.45,5.79,"5' 4""",Erin Blanchfield,66,10-1-0,Orthodox,57%,61%,1.4,68%,4.00,75%,125
Dec 28 1984,4.45,4.36,"5' 10""",Matt Bessette,70,22-9-0 (1 NC),Orthodox,41%,58%,0.3,28%,0.64,61%,145
May 17 1992,3.78,6.86,"6' 4""",Lukasz Brzeski,78,8-2-1 (1 NC),Orthodox,46%,60%,1.0,66%,1.04,100%,236
Sep 11 1984,8.54,6.37,"6' 2""",Eric Bedard,,6-7-0,,35%,52%,0.0,0%,0.00,0%,239
Nov 03 1981,3.38,0.96,"5' 10""",Steve Bruno,,15-6-0,Orthodox,52%,36%,0.4,25%,1.94,46%,170
Jul 15 1972,2.60,1.06,"5' 8""",Jason Black,,23-4-1,Orthodox,47%,45%,6.2,33%,0.48,28%,155
Jul 21 1994,4.79,1.52,"6' 0""",Danilo Belluardo,74,12-5-0,Southpaw,61%,41%,0.0,100%,3.50,50%,155
May 28 1982,3.02,0.57,"5' 8""",James Barnes,71,14-5-0,Orthodox,34%,39%,0.0,16%,1.08,40%,135
--,0.00,0.00,--,Sean Bassett,,0-4-0,,0%,0%,0.0,0%,0.00,0%,155
--,0.00,0.00,"5' 9""",Nick Bustamante,,5-3-0,,0%,0%,0.0,0%,0.00,0%,170
Sep 14 1992,0.00,0.00,--,Gaston Bolanos,,6-3-0,,0%,0%,0.0,0%,0.00,0%,145
May 24 1988,0.00,0.00,"5' 8""",Calen Born,72,7-1-0,Switch,0%,0%,0.0,0%,0.00,0%,170
May 22 1991,0.57,0.29,"6' 0""",Caio Bittencourt,75,14-7-0,Orthodox,16%,33%,0.0,0%,0.00,0%,185
Oct 13 1985,2.83,1.78,"6' 3""",Bryan Baker,,18-5-0,Orthodox,52%,45%,0.9,50%,0.44,37%,185
Oct 04 1974,0.00,0.00,"6' 1""",Lee Brousseau,,5-3-0,,0%,0%,0.0,0%,0.00,0%,205
Jul 11 1991,4.90,3.74,"5' 5""",Izabela Badurek,,6-3-0,Orthodox,71%,32%,0.0,12%,1.75,100%,115
--,0.00,0.00,--,Jay Bogan,,6-6-0,,0%,0%,0.0,0%,0.00,0%,145
Jan 06 1983,1.75,4.53,"5' 10""",Johnny Bedford,71,21-13-1 (1 NC),Orthodox,50%,63%,0.0,62%,1.83,62%,135
Feb 29 1988,52.50,0.00,"6' 0""",Dashawn Boatwright,,3-1-0,Orthodox,0%,12%,0.0,0%,0.00,0%,205
Jul 12 1990,3.71,2.78,"5' 8""",Blake Bilder,68,7-0-1,Switch,52%,55%,9.3,0%,0.00,0%,145
Oct 12 1971,0.97,0.60,"5' 8""",Chris Brennan,,21-13-1,Orthodox,40%,50%,2.1,0%,0.00,25%,170
--,2.04,3.35,"6' 2""",Luc Bondole,,5-2-2,,51%,62%,1.8,0%,0.00,0%,205
--,7.27,7.27,"6' 2""",Kyle Bolt,,8-4-0,,52%,45%,0.0,0%,0.00,0%,185
Feb 18 1991,1.70,3.54,"6' 4""",Curtis Blaydes,80,17-3-0 (1 NC),Orthodox,51%,59%,0.0,53%,6.05,33%,265
--,0.00,0.00,"6' 0""",Roy Boughton,,14-8-0,,0%,0%,0.0,0%,0.00,0%,205
Feb 24 1983,2.81,3.41,"6' 2""",Jan Blachowicz,78,29-9-1,Orthodox,49%,54%,0.2,53%,0.97,68%,205
May 13 1986,3.25,2.33,"6' 1""",Arjan Bhullar,75,9-1-0,Orthodox,56%,59%,0.0,75%,1.73,100%,245
Aug 27 1982,2.87,3.54,"5' 10""",Ryan Couture,73,11-5-0,Orthodox,45%,54%,1.3,29%,1.55,46%,155
Dec 15 1990,4.40,3.33,"5' 8""",Roman Bogatov,73,10-1-0,Orthodox,42%,44%,0.0,9%,1.00,50%,155
Sep 21 1993,5.72,7.66,"5' 8""",Martin Bravo,71,11-3-0,Southpaw,39%,51%,0.0,35%,2.60,85%,145
Jun 22 1983,4.93,4.37,"5' 5""",Bethe Correia,64,11-6-1,Orthodox,43%,56%,0.0,18%,0.39,85%,135
Jun 18 1973,4.73,2.14,"6' 2""",Wes Combs,,20-6-0,Orthodox,48%,45%,0.0,0%,0.00,0%,205
--,0.00,0.00,"5' 7""",David Blanco,,2-0-0,,0%,0%,0.0,0%,0.00,0%,145
Nov 25 1979,1.45,1.72,"5' 7""",Richard Crunkilton,,19-4-0,Orthodox,41%,58%,1.3,61%,4.08,65%,155
Jul 31 1992,5.20,3.13,"5' 7""",Reyes Cortez,68,5-2-0,Orthodox,39%,59%,0.0,20%,2.00,0%,135
Sep 25 1995,3.15,4.78,"6' 1""",Aleksa Camur,74,6-2-0,Orthodox,59%,60%,0.0,25%,0.59,50%,205
Dec 08 1986,5.76,3.63,"6' 2""",Steve Cantwell,75,7-6-0,Orthodox,34%,55%,0.7,30%,0.65,80%,185
--,0.00,0.00,"6' 5""",Chad Corvin,,5-0-0,,0%,0%,0.0,0%,0.00,0%,255
--,3.40,2.87,"6' 1""",Bobby Cooper,,12-7-0,,25%,59%,1.0,0%,0.00,40%,155
--,3.05,0.20,"5' 7""",Jadson Costa,,22-8-0 (1 NC),Orthodox,50%,50%,0.0,0%,0.00,0%,155
Aug 27 1995,5.35,4.31,"5' 9""",Louis Cosce,71,7-2-0,Orthodox,45%,47%,0.5,20%,1.04,50%,170
Aug 31 1987,4.40,4.70,"5' 9""",Pat Curran,,22-7-0,,58%,63%,0.0,62%,2.50,66%,145
Jun 07 1982,0.93,0.60,"5' 8""",Bruno Carvalho,,10-5-0,,45%,53%,4.0,0%,0.00,66%,154
--,0.00,0.00,"6' 4""",Miguel Cosio,,1-13-0,,0%,0%,0.0,0%,0.00,0%,205
Dec 19 1979,2.93,3.58,"5' 6""",Guido Cannetti,68,10-7-0,Southpaw,55%,51%,0.4,52%,2.16,70%,135
Jul 15 1987,6.39,5.82,"5' 10""",Chris Curtis,75,30-9-0,Orthodox,56%,55%,0.0,0%,0.00,100%,185
Oct 03 1954,0.00,0.00,"6' 1""",Branko Cikatic,,0-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,215
Oct 20 1982,3.01,1.03,"6' 1""",Josh Copeland,,12-4-0,Orthodox,31%,55%,0.0,0%,0.00,57%,265
--,1.53,2.73,"5' 9""",Emilio Chavez,,12-9-0,,48%,54%,0.0,50%,3.00,0%,145
Jul 09 1976,2.00,2.47,"5' 11""",Phil Cardella,,8-5-0,,50%,57%,2.5,0%,0.00,11%,155
--,3.33,0.93,--,Jeff Crotty,,1-1-0,,35%,54%,1.0,38%,5.00,0%,155
Apr 26 1972,3.88,4.23,"6' 8""",Dan Christison,,20-7-0,Orthodox,51%,54%,1.1,0%,0.00,37%,265
--,0.68,5.42,"6' 5""",Brandon Cash,,10-4-0,Orthodox,72%,33%,0.0,66%,10.17,0%,255
Nov 30 1980,5.07,1.97,"5' 7""",Luke Caudillo,,17-17-0,Orthodox,28%,55%,0.0,20%,0.44,85%,155
Apr 29 1984,3.43,2.73,"5' 9""",John Cofer,,8-4-0,Southpaw,41%,62%,0.0,50%,1.22,64%,155
--,10.48,7.62,"5' 10""",Roger Carroll,,16-14-0,,61%,43%,0.0,0%,0.00,100%,170
--,0.00,0.00,"5' 10""",Dwayne Cason,,1-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,212
--,5.88,0.00,--,Nikolajus Cilkinas,,2-6-0,Orthodox,0%,16%,0.0,0%,0.00,0%,--
May 24 1994,3.06,3.06,"5' 10""",Josh Culibao,73,10-1-1,Orthodox,44%,61%,0.3,0%,0.00,82%,145
--,0.00,0.00,"5' 10""",Cody Carrillo,,11-16-0,,0%,0%,0.0,0%,0.00,0%,155
--,0.00,0.00,"5' 11""",Donnie Chappell,,0-1-0,Southpaw,0%,0%,0.0,0%,0.00,0%,178
Nov 04 1989,2.75,0.79,"5' 9""",JC Cottrell,,17-5-0,Orthodox,25%,45%,0.0,100%,0.79,50%,155
Jul 24 1978,2.40,3.88,"5' 10""",Nathan Coy,69,15-7-0,Southpaw,52%,61%,0.0,47%,3.17,50%,170
--,1.40,1.40,"5' 9""",Mike Campbell,,13-4-0,Southpaw,26%,63%,0.0,100%,5.26,0%,155
Feb 16 1985,1.49,2.20,"6' 2""",Logan Clark,,18-6-0,Orthodox,54%,53%,2.1,100%,0.31,30%,185
Oct 31 1985,2.10,0.97,"6' 2""",Dan Cramer,,11-4-0,Orthodox,30%,31%,0.5,0%,0.00,66%,170
Apr 24 1981,5.00,4.79,"6' 2""",Luiz Cane,77,17-7-0 (1 NC),Southpaw,41%,60%,0.3,28%,0.56,100%,185
Aug 04 1980,0.00,0.00,"5' 9""",Darryl Cobb,,6-8-0,,0%,0%,0.0,0%,0.00,0%,185
Nov 07 1978,3.29,3.78,"6' 3""",Joachim Christensen,76,14-6-0,Orthodox,41%,46%,0.0,0%,0.00,0%,205
Feb 09 1976,2.37,3.20,"5' 10""",Chris Clements,70,12-6-0 (1 NC),Orthodox,49%,44%,0.3,0%,0.00,32%,170
May 12 1986,7.37,3.69,"5' 7""",Mark Cherico,69,11-1-0,Orthodox,34%,56%,0.0,50%,5.03,0%,145
Mar 16 1990,2.14,1.95,"6' 2""",Antonio Carlos Junior,79,11-5-0 (1 NC),Orthodox,42%,52%,0.8,39%,3.42,53%,185
--,6.22,0.62,"6' 2""",Scott Carson,,4-2-0,,66%,23%,0.0,0%,0.00,0%,215
May 21 1991,0.00,0.00,"5' 10""",Taylor Callens,,6-0-0,,0%,0%,0.0,0%,0.00,0%,155
Jul 27 1991,2.61,3.64,"5' 11""",Macy Chiasson,72,9-3-0,Orthodox,44%,46%,0.3,34%,2.17,64%,135
Nov 20 1986,2.96,3.57,"6' 2""",Chris Camozzi,75,24-13-0,Orthodox,44%,56%,0.5,19%,0.27,57%,185
Apr 03 1986,0.00,0.00,"6' 1""",Gabriel Checco,,10-2-0,Switch,0%,0%,0.0,0%,0.00,0%,185
Dec 28 1988,4.41,4.59,"5' 9""",Katlyn Chookagian,68,18-5-0,Orthodox,34%,63%,0.3,15%,0.27,54%,125
Jan 26 1985,2.46,2.58,"5' 6""",Chico Camus,66,17-7-0 (1 NC),Orthodox,41%,64%,0.4,40%,0.77,72%,125
--,0.00,0.00,"6' 0""",Chris Condo,,0-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,335
Nov 17 1992,4.72,3.04,"5' 2""",Ariane Carnelossi,61,14-3-0,Orthodox,40%,43%,0.3,55%,1.62,8%,115
Nov 03 1992,3.19,3.43,"6' 0""",SeungWoo Choi,74,10-6-0,Orthodox,37%,45%,0.0,50%,0.85,66%,145
Oct 21 1965,2.22,0.60,"5' 9""",Gil Castillo,,8-5-0,Southpaw,45%,44%,0.0,45%,3.33,50%,170
--,0.00,0.00,"6' 0""",Steven Ciaccio,,4-4-0,,0%,0%,0.0,0%,0.00,0%,170
Nov 24 1985,3.27,2.35,"5' 10""",Mitch Clarke,73,11-5-0,Orthodox,34%,47%,0.4,15%,0.64,50%,155
Jul 13 1987,3.95,4.16,"5' 4""",Cynthia Calvillo,64,9-5-1,Orthodox,39%,65%,0.9,44%,1.88,75%,125
Aug 24 1989,0.13,0.80,"6' 1""",Michael Cora,77,4-1-0,Southpaw,28%,66%,0.0,0%,0.00,25%,170
Oct 15 1984,2.47,0.33,"6' 0""",Oscar Cota,72,11-3-0 (1 NC),Orthodox,41%,41%,1.0,0%,0.00,60%,230
Jul 23 1986,4.73,0.93,"5' 7""",Jay Cucciniello,,8-1-0,Orthodox,21%,36%,0.0,0%,0.00,71%,155
Feb 29 1980,3.21,2.81,"5' 11""",Patrick Cote,75,23-11-0,Orthodox,48%,48%,0.2,20%,0.68,43%,170
Aug 25 1979,1.96,2.57,"5' 9""",Danny Castillo,71,17-10-0,Orthodox,42%,62%,0.2,38%,2.95,63%,155
Jan 19 1988,10.83,4.17,"6' 3""",Joe Cason,,9-1-0,,55%,23%,0.0,0%,0.00,0%,205
Oct 22 1991,3.20,3.55,"5' 3""",Amanda Cooper,64,3-5-0,Switch,44%,51%,1.8,38%,1.53,28%,115
Oct 03 1991,4.07,7.81,"6' 4""",Waldo Cortes-Acosta,78,9-0-0,Orthodox,50%,59%,0.0,0%,0.00,66%,260
Aug 04 1984,3.61,2.53,"5' 8""",Bryan Caraway,68,21-9-0,Orthodox,34%,54%,0.8,25%,2.57,80%,135
Jul 06 1983,3.11,1.98,"5' 8""",Gesias Cavalcante,71,21-10-1 (2 NC),Orthodox,35%,51%,1.1,36%,1.25,66%,155
Jun 02 1978,1.82,1.46,"5' 11""",Roan Carneiro,76,21-11-0,Orthodox,46%,62%,1.4,42%,3.05,83%,170
--,0.00,0.00,--,Jeremy Boczulak,,0-2-0,,0%,0%,0.0,0%,0.00,0%,--
Dec 12 1985,2.96,3.31,"5' 10""",Tristan Connelly,68,14-8-0,Orthodox,51%,50%,0.3,14%,0.33,60%,145
Aug 12 1994,4.20,1.80,"5' 10""",Da'Mon Blackshear,72,12-4-1,Switch,39%,58%,1.0,20%,1.00,0%,135
Dec 07 1990,1.15,4.20,"6' 0""",Stephen Banaszak,,5-5-0,,47%,66%,1.9,0%,0.00,100%,145
Mar 17 1977,2.12,1.18,"6' 0""",Kit Cope,,6-7-0,Orthodox,52%,35%,3.5,0%,0.00,50%,170
Oct 16 1983,3.19,4.11,"5' 8""",Maximo Blanco,71,12-8-1 (1 NC),Orthodox,44%,66%,0.3,36%,1.85,63%,145
Feb 18 1990,4.83,5.35,"6' 1""",Marc-Andre Barriault,74,14-6-0 (1 NC),Orthodox,46%,54%,0.1,25%,0.30,61%,185
Dec 23 1980,1.20,0.80,"5' 9""",Dan Barrera,,3-1-0,Orthodox,70%,28%,0.0,8%,1.00,0%,170
Sep 07 1995,2.42,5.41,"5' 9""",Javid Basharat,69,13-0-0,Orthodox,56%,66%,0.3,55%,1.70,87%,135
--,2.31,6.35,"6' 1""",George Bush,,5-2-0,,64%,55%,0.0,66%,17.31,0%,205
Dec 13 1976,3.85,2.15,"5' 11""",Todd Brown,,16-4-0 (1 NC),Orthodox,45%,48%,0.0,0%,0.00,50%,205
Mar 19 1983,1.55,0.00,"5' 5""",Shawn Bunch,,7-3-0,,0%,55%,0.0,0%,0.00,50%,135
Sep 28 1968,1.05,0.00,"6' 2""",Francois Botha,,0-1-0,Orthodox,0%,77%,0.0,0%,0.00,0%,260
Jul 31 1984,2.67,3.52,"5' 4""",Joseph Benavidez,65,28-8-0,Southpaw,34%,61%,0.6,30%,1.41,62%,125
Jul 07 1975,1.78,2.66,"5' 11""",Jason Brilz,71,22-6-1,Orthodox,40%,65%,1.3,25%,2.37,25%,205
Feb 09 1981,1.55,1.52,"5' 10""",Charlie Brenneman,70,19-8-0,Orthodox,56%,46%,0.0,42%,4.23,72%,155
Jul 20 1986,3.21,3.46,"5' 10""",Gilbert Burns,71,20-5-0,Orthodox,48%,54%,0.6,34%,2.00,47%,170
Aug 02 1997,1.80,7.73,"5' 8""",Farid Basharat,71,9-0-0,Orthodox,65%,59%,0.0,75%,3.00,0%,135
--,0.00,0.00,--,Derrick Burnsed,,1-0-3,,0%,0%,0.0,0%,0.00,0%,155
Sep 26 1991,2.81,3.34,"6' 3""",Tom Breese,73,12-3-0,Southpaw,50%,60%,1.1,0%,0.00,70%,185
--,5.80,2.90,"6' 4""",Josh Bennett,,11-14-0,Orthodox,40%,43%,0.0,100%,1.50,100%,259
Apr 27 1994,3.53,3.87,"5' 10""",Joaquin Buckley,76,15-6-0,Southpaw,32%,55%,0.0,30%,1.23,66%,185
Aug 16 1993,3.13,3.70,"5' 11""",Sherrard Blackledge,75,5-1-0,Orthodox,49%,55%,0.0,33%,4.00,42%,155
Sep 22 1982,3.91,1.56,"5' 9""",Shamar Bailey,75,16-11-0,Southpaw,20%,69%,0.0,33%,1.50,37%,155
Jul 16 1988,10.00,6.15,"6' 6""",Khadzhi Bestaev,76,10-4-0,,29%,43%,0.0,0%,0.00,0%,185
Mar 19 1982,3.24,1.49,"5' 10""",Courtney Buck,,12-11-0,Orthodox,28%,54%,0.0,0%,0.00,33%,135
Apr 20 1984,4.03,0.00,"6' 3""",Michel Batista,,4-1-0 (1 NC),Orthodox,0%,40%,0.0,50%,6.72,0%,260
Apr 14 1969,0.42,2.42,"6' 0""",Ebenezer Fontes Braga,,13-7-2,Orthodox,50%,71%,0.6,0%,0.00,90%,199
--,0.00,0.00,"5' 5""",Ryan Bastianelli,,6-7-0 (1 NC),,0%,0%,0.0,0%,0.00,0%,135
--,0.00,0.71,"6' 2""",Lee Kwan Bum,,0-1-0,Orthodox,14%,100%,0.0,0%,0.00,0%,286
Aug 22 1989,3.65,1.12,"6' 1""",Niklas Backstrom,,11-3-0 (1 NC),Orthodox,41%,40%,2.2,80%,2.92,72%,145
Jan 21 1986,4.10,3.96,"5' 11""",Edson Barboza,75,22-11-0,Orthodox,44%,58%,0.1,44%,0.38,75%,145
Apr 24 1984,3.10,2.70,"6' 2""",Alan Belcher,75,18-8-0,Orthodox,41%,59%,0.9,26%,0.44,55%,185
--,2.53,1.27,"5' 11""",Rudy Bears,,16-15-0,Southpaw,29%,50%,0.0,0%,0.00,0%,170
Aug 04 1987,2.70,2.45,"5' 11""",Oluwale Bamgbose,78,6-4-0,Switch,48%,55%,0.0,33%,0.94,37%,185
May 01 1987,4.94,5.82,"5' 7""",Raoni Barcelos,67,17-3-0,Orthodox,52%,62%,0.4,42%,1.71,93%,135
Nov 24 1973,2.78,2.78,"5' 9""",Bret Bergmark,,6-1-1,,52%,37%,4.2,100%,4.17,50%,170
--,0.00,0.00,"6' 1""",Todd Butler,,1-4-0,Southpaw,0%,0%,0.0,0%,0.00,0%,200
Nov 23 1995,7.73,1.80,"5' 5""",Allan Begosso,66,7-2-1,Orthodox,40%,34%,2.0,0%,0.00,25%,135
--,0.00,0.00,--,Yohan Banks,,2-1-0,,0%,0%,0.0,0%,0.00,0%,--
Feb 16 1991,1.80,2.43,"5' 8""",Mirsad Bektic,70,13-4-0,Orthodox,41%,57%,0.4,52%,3.98,92%,145
Apr 30 1996,3.02,1.89,"5' 5""",JP Buys,67,9-5-0,Orthodox,44%,39%,2.5,26%,1.65,25%,125
May 02 1993,1.66,2.12,"5' 3""",Jarred Brooks,62,13-2-0,Switch,46%,62%,0.6,57%,4.54,69%,125
Oct 23 1984,2.73,1.82,"6' 3""",Jason Butcher,,10-2-0,,40%,25%,0.0,50%,13.64,0%,185
Apr 12 1974,0.00,0.00,"5' 6""",Mikey Burnett,,5-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,170
--,0.00,0.00,"6' 2""",Dave Beneteau,,6-5-1,Orthodox,0%,0%,0.0,0%,0.00,0%,250
Aug 10 1986,4.32,4.18,"5' 10""",Peter Barrett,73,11-5-0,Southpaw,61%,42%,0.0,22%,1.39,66%,145
Jul 30 1966,1.90,1.33,"6' 2""",Murilo Bustamante,,15-8-1,Orthodox,32%,60%,1.2,33%,2.46,54%,183
Mar 03 1983,2.54,2.83,"6' 2""",Rob Broughton,74,16-7-1,Orthodox,60%,51%,3.2,0%,0.00,26%,265
Feb 05 1990,3.45,4.83,"5' 11""",Nah-Shon Burrell,,15-7-0 (1 NC),Orthodox,47%,56%,0.3,0%,0.00,52%,170
--,3.32,0.00,"6' 0""",Mike Bencic,,1-2-0,Orthodox,0%,53%,0.0,0%,0.00,0%,215
Nov 17 1992,4.08,2.47,"5' 10""",Ramiz Brahimaj,72,10-4-0,Orthodox,41%,50%,2.4,66%,1.90,58%,170
Aug 08 1974,0.95,0.65,"5' 9""",Mike Budnik,68,13-4-0,Orthodox,52%,53%,3.4,0%,0.00,0%,145
Mar 19 1991,6.78,7.40,"5' 11""",Shane Burgos,75,15-3-0,Orthodox,52%,56%,0.4,44%,0.43,91%,145
Feb 01 1988,4.82,5.36,"6' 3""",Alan Baudot,79,8-4-0 (1 NC),Orthodox,58%,46%,0.0,0%,0.00,62%,243
Feb 05 1979,1.61,1.98,"5' 10""",Lyle Beerbohm,,24-3-0,Southpaw,55%,54%,0.3,23%,2.10,64%,155
Apr 04 1977,3.01,2.76,"6' 4""",Stephan Bonnar,79,15-9-0,Orthodox,38%,52%,1.0,40%,1.32,60%,205
Jan 06 1991,0.00,0.00,"5' 9""",Martin Buschkamp,,9-0-0 (1 NC),Orthodox,0%,0%,0.0,0%,0.00,0%,145
--,6.67,0.00,--,Mack Brewer,,0-1-0,,0%,36%,0.0,0%,0.00,0%,205
Aug 23 1992,5.10,4.88,"6' 2""",Miguel Baeza,74,10-3-0,Orthodox,49%,53%,1.8,28%,0.44,100%,170
--,0.00,0.00,"6' 4""",Carlos Barreto,,14-9-0,Orthodox,0%,0%,0.0,0%,0.00,0%,230
Jun 13 1983,4.13,2.26,"5' 9""",Paul Bradley,,23-8-0 (2 NC),Orthodox,32%,56%,0.0,16%,1.12,100%,170
Aug 13 1985,3.63,2.69,"6' 0""",Jonathan Brookins,74,16-10-0,Southpaw,39%,56%,0.3,17%,1.94,80%,145
Aug 06 1985,3.18,3.45,"5' 7""",Chris Beal,69,10-5-0,Orthodox,35%,61%,0.2,58%,1.60,78%,125
Mar 03 1980,4.30,2.74,"5' 10""",Kevin Burns,74,12-7-0,Orthodox,38%,52%,0.8,50%,0.28,47%,170
Sep 26 1981,1.91,1.66,"6' 1""",David Branch,78,22-6-0,Orthodox,39%,56%,0.0,32%,2.55,43%,185
Aug 27 1997,5.03,8.33,"6' 3""",Ignacio Bahamondes,75,13-4-0,Orthodox,47%,58%,0.6,0%,0.00,95%,155
Jun 27 1992,2.20,2.93,"5' 6""",Denys Bondar,69,16-4-0,Orthodox,80%,72%,0.0,100%,10.98,0%,125
Sep 29 1989,6.80,4.40,"6' 2""",Anton Berzin,,5-1-0,Orthodox,46%,67%,1.0,28%,2.00,0%,205
--,8.93,2.86,"5' 11""",Nick Barnes,,11-2-0,,29%,51%,5.4,100%,5.36,100%,170
Jul 04 1983,1.18,2.42,"5' 7""",Julia Budd,67,10-2-0,,74%,47%,0.0,57%,3.60,83%,145
Feb 02 1988,4.74,1.61,"5' 9""",Herbert Burns,73,11-4-0,Orthodox,51%,30%,3.3,75%,3.92,60%,145
May 06 1989,2.55,3.81,"5' 10""",Beneil Dariush,72,22-4-1,Southpaw,49%,58%,0.9,34%,1.95,80%,155
Apr 13 1988,3.87,4.43,"6' 6""",Luke Barnatt,77,13-4-0,Orthodox,36%,59%,0.4,42%,0.63,63%,185
--,0.00,0.00,--,Drew Brokenshire,,16-6-0,,0%,0%,0.0,0%,0.00,0%,--
--,1.27,0.87,"5' 8""",Lemont Davis,,2-6-0,Orthodox,54%,55%,1.0,50%,1.00,0%,170
Oct 08 1976,2.25,2.57,"5' 9""",Ryo Chonan,70,22-13-0,Orthodox,43%,60%,0.3,41%,0.61,39%,170
Jan 23 1984,2.36,1.08,"5' 6""",Rodolfo Marques Diniz,,23-9-1,,32%,33%,1.8,0%,0.00,50%,135
Sep 22 1986,4.75,3.21,"5' 11""",Mike de la Torre,71,14-7-0 (1 NC),Orthodox,39%,51%,0.0,16%,0.36,83%,145
Oct 06 1973,1.78,4.06,"6' 6""",Cyrille Diabate,81,19-10-1,Southpaw,71%,60%,0.2,83%,1.17,53%,205
Mar 18 1973,0.00,0.00,"5' 4""",Marcos da Matta,,11-3-0,,0%,0%,0.0,0%,0.00,0%,145
--,0.00,0.00,"6' 0""",John Dixson,,15-22-0,Orthodox,0%,0%,0.0,0%,0.00,0%,275
Sep 25 1989,4.48,6.41,"6' 3""",Chris Daukaus,76,12-6-0,Orthodox,50%,57%,0.0,0%,0.00,100%,250
--,0.00,0.00,--,Issac DeJesus,,12-7-1 (1 NC),,0%,0%,0.0,0%,0.00,0%,145
--,0.00,0.00,"5' 6""",Brian Davidson,,13-4-0,,0%,0%,0.0,0%,0.00,0%,145
Nov 21 1976,10.51,3.50,"5' 11""",John Doyle,,11-22-0 (1 NC),Orthodox,44%,27%,0.0,0%,0.00,0%,205
Nov 04 1977,0.67,0.00,"5' 8""",Kelly Dullanty,,4-2-0,Orthodox,0%,75%,0.0,0%,0.00,66%,155
Apr 01 1983,0.00,0.00,"5' 11""",Justin Davis,,13-16-0,,0%,0%,0.0,0%,0.00,0%,205
Mar 23 1981,0.00,0.00,"6' 2""",Booker DeRousse,,6-5-0,,0%,0%,0.0,0%,0.00,0%,205
Aug 17 1980,8.73,1.09,"6' 3""",Geronimo dos Santos,,39-19-0,Orthodox,33%,41%,0.0,0%,0.00,33%,264
--,0.00,0.00,--,OJ Dominguez,,0-1-0,,0%,0%,0.0,0%,0.00,0%,--
May 12 1987,2.94,5.04,"5' 11""",Cameron Dollar,,11-5-0,Orthodox,38%,61%,0.0,0%,0.00,0%,155
--,0.00,0.00,"6' 1""",Houston Dorr,,1-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,210
--,0.00,0.00,"5' 8""",Chris Drumm,,0-1-0 (1 NC),,0%,0%,0.0,0%,0.00,0%,145
Jun 24 1986,4.43,4.83,"5' 11""",Jessamyn Duke,73,3-5-0 (1 NC),Orthodox,53%,57%,1.9,36%,1.27,50%,135
Aug 19 1987,4.14,2.99,"5' 6""",Jon Delos Reyes,67,8-5-0,Orthodox,38%,51%,1.9,83%,3.20,55%,125
